bom_id,title,total_gross,theaters,release_date,year
rl1717929473,Moonlight,51570,2,2006-05-19,2006
rl659195393,Climates,119958,7,2006-10-27,2006
rl4167206401,Mini's First Time,49034,7,2006-07-14,2006
rl2389607937,Shakespeare Behind Bars,48594,5,2006-03-10,2006
rl2490664449,Tibet: A Buddhist Trilogy,47243,8,2006-03-31,2006
rl1014859265,The Zodiac,45148,10,2006-03-17,2006
rl1246332417,Brothers of the Head,45082,11,2006-07-28,2006
rl1751156225,Lunacy,48324,5,2006-08-09,2006
rl289768961,Azumi,41803,6,2006-07-21,2006
rl3242362369,The Aura,58804,4,2006-11-15,2006
rl3312092673,Rape of the Soul,39975,8,2006-03-17,2006
rl189302273,Candy,45128,12,2006-11-17,2006
rl913475073,Stoned,38922,6,2006-03-24,2006
rl1683588609,The Hidden Blade,38147,4,2006-06-23,2006
rl325289473,Man Push Cart,36608,1,2006-09-08,2006
rl2691270145,Paper Dolls,36577,3,2006-09-06,2006
rl2000979457,Been Rich All My Life,36406,3,2006-07-21,2006
rl2422572545,Mozart and the Whale,36006,5,2006-04-14,2006
rl222856705,Can Mr. Smith Get to Washington Anymore?,35397,1,2006-07-27,2006
rl645236225,Swimmers,34812,3,2006-03-31,2006
rl3495069185,Free Zone,32381,2,2006-04-07,2006
rl258246145,"My Country, My Country",33620,4,2006-08-04,2006
rl2874574337,Hate Crime,40758,2,2006-09-23,2006
rl2356250113,Sisters in Law,33312,2,2006-04-12,2006
rl677414401,Loverboy,33223,4,2006-06-16,2006
rl2539947521,Nathalie...,31008,2,2006-04-14,2006
rl3494938113,Fanfan la Tulipe,30590,2,2006-07-21,2006
rl1618314753,Take My Eyes,30496,2,2006-03-17,2006
rl1282049537,Pyaar Ke Side Effects,30230,5,2006-09-15,2006
rl1400079873,Standing Still,30142,15,2006-04-21,2006
rl1096517121,Henri Cartier-Bresson: The Impassioned Eye,29710,2,2006-01-13,2006
rl4151019009,Princesas,29472,3,2006-08-23,2006
rl4099311105,The Heart Is Deceitful Above All Things,29058,3,2006-03-10,2006
rl508462593,Don't Tell,29015,5,2006-03-17,2006
rl3830941185,Guys and Balls,28324,7,2006-04-28,2006
rl877037057,The Blossoming of Maximo Oliveros,28041,2,2006-09-22,2006
rl4115039745,Boys Briefs 4,27449,1,2006-07-21,2006
rl91981313,Who Gets to Call It Art?,27344,1,2006-02-01,2006
rl1716094465,Broken Sky,29185,2,2006-09-29,2006
rl1717208577,Iron Island,27177,4,2006-03-31,2006
rl743540225,Eating Out 2: Sloppy Seconds,37072,5,2006-11-24,2006
rl3749152257,Trudell,26756,5,2006-02-03,2006
rl475825665,Khosla's Nest,26472,10,2006-09-22,2006
rl3849750017,Unknown,26403,6,2006-11-03,2006
rl1920632321,Wrestling with Angels: Playwright Tony Kushner,24729,4,2006-10-04,2006
rl2725545473,Through the Fire,25752,8,2006-02-10,2006
rl1752598017,Two Drifters,24452,1,2006-06-23,2006
rl3195700737,A Year Without Love,24381,2,2006-02-10,2006
rl359826945,The Strange Case of Dr. Jekyll and Mr. Hyde,24216,30,2006-09-29,2006
rl3141764609,American Gun,24098,6,2006-03-22,2006
rl3581445633,When the Sea Rises,24038,2,2006-01-13,2006
rl1281000961,Islam: What the West Needs to Know,22938,3,2006-07-07,2006
rl1363379713,Ambrose Bierce: Civil War Stories,22918,1,2006-09-14,2006
rl139822593,Fuck,22359,5,2006-11-10,2006
rl1800439297,Falcone,22300,1,2006-07-12,2006
rl2018805249,Giuliani Time,21967,2,2006-05-12,2006
rl1333429761,Yang Ban Xi: The 8 Modelworks,21244,2,2006-02-08,2006
rl3010496001,So Much So Fast,21525,3,2006-10-11,2006
rl4115695105,Family Law,38605,6,2006-12-06,2006
rl1616676353,Killer Diller,20795,32,2006-04-28,2006
rl2218886657,4,20523,1,2006-04-07,2006
rl1767998977,London,20361,7,2006-02-10,2006
rl2608039425,State of Fear,20055,1,2006-01-11,2006
rl2555872769,The Ground Truth,20013,8,2006-09-15,2006
rl357795329,Favela Rising,19781,2,2006-06-02,2006
rl3058206209,The Case of the Grinning Cat,20944,1,2006-07-21,2006
rl3010627073,Suicide Killers,18239,1,2006-08-25,2006
rl2622326273,Cruel World,17986,5,2006-10-27,2006
rl174425601,Monkey Warfare,36875,3,2006-12-08,2006
rl1146324481,Film Geek,17341,1,2006-01-13,2006
rl491816449,Ever Again,17304,12,2006-12-08,2006
rl795772417,The Secret Life of Words,20678,3,2006-12-15,2006
rl3058796033,El Topo,80302,4,2006-12-13,2006
rl1598195201,April's Shower,16377,5,2006-01-13,2006
rl4182279681,Captive,16259,2,2006-11-10,2006
rl22775297,I Like Killing Flies,16214,2,2006-07-28,2006
rl40928769,Snow Cake,26651,12,2006-04-27,2006
rl124159489,Off the Black,24425,4,2006-12-08,2006
rl2339603969,Sleeping Dogs Lie,15745,6,2006-10-20,2006
rl2035320321,Evil,15530,4,2006-03-10,2006
rl2842199553,The Piano Tuner of EarthQuakes,29121,3,2006-11-17,2006
rl2053408257,My First Wedding,14982,5,2006-08-18,2006
rl576095745,Hannari: Geisha Modern,14974,1,2006-11-17,2006
rl3513681409,Shem,14804,2,2006-05-26,2006
rl1599047169,The Devil's Miner,14289,2,2006-03-17,2006
rl1431078401,Days of Glory,320700,29,2006-12-06,2006
rl1329759745,The Architect,13737,8,2006-12-01,2006
rl125535745,Who the #$&% Is Jackson Pollock?,13710,2,2006-11-15,2006
rl2825291265,One Last Thing...,13334,21,2006-05-05,2006
rl2874836481,I Trust You to Kill Me,12854,1,2006-09-08,2006
rl2555086337,Christmas at Maxwell's,12781,41,2006-12-01,2006
rl809862657,Autumn,12655,3,2006-06-09,2006
rl2993194497,"The Photographer, His Wife, Her Lover",12546,1,2006-07-26,2006
rl343574017,Words of My Perfect Teacher,20318,3,2006-12-22,2006
rl3748169217,Plagues and Pleasures on the Salton Sea,53471,3,2006-02-24,2006
rl541099521,Abduction: The Megumi Yokota Story,26859,1,2006-11-24,2006
rl913999361,Woman Is the Future of Man,11807,1,2006-03-03,2006
rl3447293441,Waltzing Anna,11455,7,2006-08-11,2006
rl459376129,Live Freaky Die Freaky,11290,17,2006-01-27,2006
rl3679094273,The Conrad Boys,11001,1,2006-06-02,2006
rl1213367809,Forgiving Dr. Mengele,10403,1,2006-02-24,2006
rl1869645313,...So Goes the Nation,10337,4,2006-10-04,2006
rl981304833,Zindaggi Rocks,10172,10,2006-10-06,2006
rl1349551617,Sólo con tu pareja,9915,1,2006-09-20,2006
rl3445786113,Miss Potter,3005605,102,2006-12-29,2006
rl2490205697,Requiem,9600,2,2006-10-18,2006
rl2974254593,Blackballed: The Bobby Dukes Story,9528,4,2006-04-14,2006
rl1850574337,Crazy Like a Fox,9376,3,2006-05-05,2006
rl2708243969,Rolling Family,9291,1,2006-09-08,2006
rl2119927297,Illusion,9261,5,2006-02-17,2006
rl4133914113,Opal Dream,14443,4,2006-11-22,2006
rl2540471809,Romántico,29460,5,2006-11-01,2006
rl4284384769,Little Fish,8148,1,2006-02-24,2006
rl2219869697,Fall to Grace,8043,3,2006-06-16,2006
rl1900709377,Coastlines,7883,2,2006-05-31,2006
rl3262809601,Zerophilia,7763,2,2006-10-13,2006
rl1734116865,Kill Your Idols,7753,2,2006-07-07,2006
rl2640807425,Matthew Barney: No Restraint,16136,6,2006-12-20,2006
rl3025241601,El sueño del regreso,7668,19,2006-03-10,2006
rl1971029505,The Whore's Son,7656,1,2006-04-28,2006
rl3848832513,loudQUIETloud: A Film About the Pixies,7506,3,2006-09-29,2006
rl4232939009,The Cult of the Suicide Bomber,7451,1,2006-06-02,2006
rl727483905,Kettle of Fish,7196,3,2006-10-06,2006
rl1936688641,Saint of 9/11,7137,1,2006-09-06,2006
rl2372961793,"Sorry, Haters",7129,6,2006-03-01,2006
rl392332801,Mendy,7123,2,2006-05-12,2006
rl1749386753,Backstage,12663,2,2006-11-22,2006
rl1698792961,20 Centimeters,6635,2,2006-10-27,2006
rl3195569665,We Go Way Back,6529,1,2006-09-15,2006
rl3578037761,Beyond Honor,6437,3,2006-03-17,2006
rl2571929089,Dead Man's Shoes,6408,2,2006-05-12,2006
rl2991490561,Dreamland,6383,5,2006-12-01,2006
rl4099573249,Jailbait,5741,3,2006-08-04,2006
rl3865609729,Pizza,5716,1,2006-01-20,2006
rl3497428481,Unnatural & Accidental,5420,2,2006-12-01,2006
rl2890696193,The Dead Girl,19875,2,2006-12-29,2006
rl2221901313,Say Uncle,5361,1,2006-06-23,2006
rl3377956353,Hair High,5342,1,2006-08-04,2006
rl2086635009,Land of the Blind,5244,2,2006-06-16,2006
rl2255259137,Room,5228,1,2006-04-06,2006
rl1130137089,King Leopold's Ghost,5194,1,2006-08-18,2006
rl2958132737,Bombón: El Perro,19791,1,2006-06-09,2006
rl3779167745,50 Ways of Saying Fabulous,4800,1,2006-06-02,2006
rl1970439681,Street Fight,4779,2,2006-02-22,2006
rl4216358401,The Fall of Fujimori,4630,1,2006-05-05,2006
rl1048020481,The Tollbooth,4546,1,2006-02-03,2006
rl3143730689,Looking for Kitty,4480,1,2006-09-01,2006
rl2119009793,Cowboy del Amor,4438,2,2006-02-10,2006
rl1498056193,Coffee Date,4412,1,2006-11-10,2006
rl259753473,White Rainbow,10529,1,2006-04-07,2006
rl1114736129,Simon,4055,1,2006-04-07,2006
rl157976065,Psychopathia Sexualis,4012,3,2006-06-08,2006
rl2790557185,Going Under,3917,1,2006-06-15,2006
rl1987085825,A Soap,4164,2,2006-11-03,2006
rl846300673,Shock to the System,3768,2,2006-08-04,2006
rl860259841,Blossoms of Fire,3365,1,2006-02-03,2006
rl3580265985,Calvaire,3260,1,2006-08-11,2006
rl1044416001,95 Miles to Go,3195,2,2006-04-07,2006
rl2706540033,Four Eyed Monsters,3135,1,2006-12-01,2006
rl3461318145,Dog Lover's Symphony,2968,2,2006-06-16,2006
rl2373223937,The Tiger and the Snow,10167,4,2006-12-29,2006
rl2604697089,Agnes and His Brothers,2731,1,2006-06-09,2006
rl2070513153,Out of Place: Memories of Edward Said,2547,1,2006-10-11,2006
rl374965761,Herbie Hancock: Possibilities,2493,2,2006-04-14,2006
rl3244983809,Rank,2485,1,2006-06-28,2006
rl2017953281,The Big Question,2248,3,2006-03-17,2006
rl4150429185,Mirage,2241,1,2006-03-17,2006
rl159024641,Workingman's Death,2214,2,2006-02-24,2006
rl2371192321,George Bush Goes to Heaven,2192,1,2006-08-15,2006
rl2758116865,Mouth to Mouth,2150,1,2006-05-19,2006
rl3696854529,Home of the Brave,51708,44,2006-12-15,2006
rl3883238913,The Tenants,2010,1,2006-02-03,2006
rl3782379009,The Surfer King,1990,4,2006-04-07,2006
rl3528492545,FAQs,1967,1,2006-02-03,2006
rl2741208577,Masai: The Rain Warriors,7650,1,2006-10-20,2006
rl624985601,Abominable,1810,1,2006-04-14,2006
rl2220262913,Headspace,1650,1,2006-02-17,2006
rl3527706113,Be with Me,1365,1,2006-09-29,2006
rl1247905281,The Long Weekend,1286,3,2006-06-09,2006
rl3209332225,The Colour of Olives,1169,1,2006-07-12,2006
rl3160049153,The Ister,1124,1,2006-02-10,2006
rl2589033985,The Empire in Africa,1088,3,2006-12-08,2006
rl3648488961,The Trouble with Men and Women,967,1,2006-08-09,2006
rl4082861569,In Her Line of Fire,884,3,2006-04-21,2006
rl961447425,Doing Time for Patsy Cline,831,1,2006-03-03,2006
rl3126494721,Issues,783,1,2006-10-06,2006
rl2927003137,Uncut,762,1,2006-06-16,2006
rl3580134913,A New Day in Old Sana'a,737,1,2006-11-10,2006
rl2893448705,Unconscious,68501,5,2006-12-29,2006
rl1433306625,Serum,440,1,2006-10-30,2006
rl545097217,Zyzzyx Rd,30,1,2006-02-25,2006
rl913540609,Spider-Man 3,336530303,4324,2007-05-04,2007
rl40994305,Shrek the Third,322719944,4172,2007-05-18,2007
rl3010954753,Transformers,319246193,4050,2007-07-03,2007
rl4100490753,Pirates of the Caribbean: At World's End,309420425,4362,2007-05-25,2007
rl1215006209,Harry Potter and the Order of the Phoenix,292004738,4285,2007-07-11,2007
rl2504427009,The Bourne Ultimatum,227471070,3701,2007-08-03,2007
rl3191965185,300,210614939,3280,2007-03-09,2007
rl846038529,Ratatouille,206445654,3940,2007-06-29,2007
rl3394799105,I Am Legend,256393010,3648,2007-12-14,2007
rl3195110913,The Simpsons Movie,183135014,3926,2007-07-27,2007
rl1098614273,Wild Hogs,168273550,3401,2007-03-02,2007
rl4183590401,Knocked Up,148768917,2975,2007-06-01,2007
rl1799587329,Alvin and the Chipmunks,217326974,3499,2007-12-14,2007
rl560956929,Rush Hour 3,140125968,3778,2007-08-10,2007
rl3025110529,Live Free or Die Hard,134529403,3411,2007-06-27,2007
rl2338620929,National Treasure: Book of Secrets,219964115,3832,2007-12-21,2007
rl3679487489,Fantastic 4: Rise of the Silver Surfer,131921738,3963,2007-06-15,2007
rl1195607553,American Gangster,130164645,3110,2007-11-02,2007
rl1984202241,Bee Movie,126631277,3984,2007-11-02,2007
rl2272429569,Superbad,121463226,3069,2007-08-17,2007
rl2303428097,I Now Pronounce You Chuck & Larry,120059556,3501,2007-07-20,2007
rl3428288001,Hairspray,118871849,3121,2007-07-20,2007
rl2202502657,Blades of Glory,118594548,3467,2007-03-30,2007
rl442926593,Ocean's Thirteen,117154724,3565,2007-06-08,2007
rl3579151873,Ghost Rider,115802596,3620,2007-02-16,2007
rl2521925121,Enchanted,127807262,3730,2007-11-21,2007
rl609256961,Evan Almighty,100462298,3636,2007-06-22,2007
rl711099905,Meet the Robinsons,97822171,3435,2007-03-30,2007
rl2590475777,Norbit,95673607,3145,2007-02-09,2007
rl1247118849,The Game Plan,90648202,3342,2007-09-28,2007
rl390694401,Bridge to Terabithia,82272442,3210,2007-02-16,2007
rl2789508609,Beowulf,82280579,3249,2007-11-16,2007
rl3947857409,Disturbia,80209692,3132,2007-04-13,2007
rl373392897,1408,71985628,2733,2007-06-22,2007
rl4132603393,Fred Claus,72006777,3603,2007-11-09,2007
rl2356119041,Saw IV,63300095,3183,2007-10-26,2007
rl3866330625,Stomp the Yard,61356221,2169,2007-01-12,2007
rl2572453377,The Golden Compass,70107728,3528,2007-12-07,2007
rl3815933441,Surf's Up,58867694,3531,2007-06-08,2007
rl1012303361,Halloween,58272029,3475,2007-08-31,2007
rl1870366209,Why Did I Get Married?,55204525,2034,2007-10-12,2007
rl3564406273,TMNT,54149098,3120,2007-03-23,2007
rl3057747457,3:10 to Yuma,53606916,3006,2007-09-07,2007
rl2406319617,Resident Evil: Extinction,50648679,2848,2007-09-21,2007
rl795117057,Music and Lyrics,50572589,2955,2007-02-14,2007
rl2791802369,Are We Done Yet?,49662533,2944,2007-04-04,2007
rl1349813761,This Christmas,49121934,1921,2007-11-21,2007
rl2741732865,Premonition,47852604,2831,2007-03-16,2007
rl1214023169,The Kingdom,47536778,2836,2007-09-28,2007
rl896632321,Shooter,47003582,2806,2007-03-23,2007
rl558663169,Dan in Real Life,47642963,1941,2007-10-26,2007
rl3160311297,License to Wed,43799818,2715,2007-07-03,2007
rl2608236033,Underdog,43760605,3013,2007-08-03,2007
rl2624030209,No Reservations,43107979,2425,2007-07-27,2007
rl2017756673,Because I Said So,42674040,2529,2007-02-02,2007
rl1164412417,No Country for Old Men,74283625,2037,2007-11-09,2007
rl3746661889,Epic Movie,39739367,2840,2007-01-26,2007
rl2990638593,30 Days of Night,39569000,2859,2007-10-19,2007
rl2455340545,Hitman,39687694,2468,2007-11-21,2007
rl1147307521,Michael Clayton,49033882,2585,2007-10-05,2007
rl2521990657,Fracture,39015018,2443,2007-04-20,2007
rl290162177,Charlie Wilson's War,66661095,2594,2007-12-21,2007
rl1332971009,Stardust,38634938,2565,2007-08-10,2007
rl3611723265,The Brave One,36793804,2837,2007-09-14,2007
rl1097762305,The Heartbreak Kid,36787257,3233,2007-10-05,2007
rl3998385665,Freedom Writers,36605602,2286,2007-01-05,2007
rl493913601,Smokin' Aces,35787686,2219,2007-01-26,2007
rl2002945537,The Messengers,35374833,2529,2007-02-02,2007
rl3446113793,The Number 23,35193167,2759,2007-02-23,2007
rl3646195201,Good Luck Chuck,35017297,2612,2007-09-21,2007
rl3376842241,Breach,33231264,1505,2007-02-16,2007
rl1031636481,Zodiac,33080084,2379,2007-03-02,2007
rl2856683009,Balls of Fury,32886940,3081,2007-08-29,2007
rl860128769,Mr. Bean's Holiday,33302167,1778,2007-08-24,2007
rl3511518721,Daddy's Little Girls,31366978,2111,2007-02-14,2007
rl2170914305,Mr. Magorium's Wonder Emporium,32061555,3168,2007-11-16,2007
rl3393357313,August Rush,31664162,2310,2007-11-21,2007
rl1296139777,28 Weeks Later,28638916,2305,2007-05-11,2007
rl2792916481,We Own the Night,28563179,2402,2007-10-12,2007
rl2506458625,Mr. Brooks,28549298,2453,2007-06-01,2007
rl3329394177,Sweeney Todd: The Demon Barber of Fleet Street,52898073,1507,2007-12-21,2007
rl793085441,Aliens vs. Predator: Requiem,41797066,2617,2007-12-25,2007
rl2539488769,Juno,143495265,2534,2007-12-05,2007
rl2222622209,Hannibal Rising,27670986,3003,2007-02-09,2007
rl2791605761,The Nanny Diaries,25930652,2636,2007-08-24,2007
rl3949299201,Mr. Woodcock,25799486,2237,2007-09-14,2007
rl2741274113,Nancy Drew,25612520,2612,2007-06-15,2007
rl3479340545,The Mist,25594957,2423,2007-11-21,2007
rl325748225,P.S. I Love You,53695808,2471,2007-12-21,2007
rl342722049,The Reaping,25126214,2603,2007-04-05,2007
rl2841085441,Grindhouse,25037897,2629,2007-04-06,2007
rl1953596929,Sicko,24540079,1117,2007-06-22,2007
rl188974593,Across the Universe,24343673,964,2007-09-14,2007
rl1919452673,Perfect Stranger,23984949,2661,2007-04-13,2007
rl22578689,Hot Fuzz,23637265,1272,2007-04-20,2007
rl980977153,War,22486409,2277,2007-08-24,2007
rl2170717697,The Last Mimzy,21471047,3017,2007-03-23,2007
rl1531151873,Amazing Grace,21250683,1162,2007-02-23,2007
rl3059320321,The Hills Have Eyes 2,20804166,2465,2007-03-23,2007
rl2103084545,The Invisible,20578909,2019,2007-04-27,2007
rl2792195585,Reno 911! Miami,20342161,2702,2007-02-23,2007
rl2153022977,Gone Baby Gone,20300218,1713,2007-10-19,2007
rl2959967745,Reign Over Me,19661987,1747,2007-03-23,2007
rl544835073,Vacancy,19363565,2551,2007-04-20,2007
rl3042215425,Georgia Rule,19103072,2531,2007-05-11,2007
rl4084827649,Waitress,19074800,707,2007-05-02,2007
rl2138605057,The Water Horse,40946255,2777,2007-12-25,2007
rl2068088321,Becoming Jane,18670946,1210,2007-08-03,2007
rl1046971905,Next,18211013,2733,2007-04-27,2007
rl324568577,Hostel: Part II,17609452,2350,2007-06-08,2007
rl810649089,Eastern Promises,17266000,1408,2007-09-14,2007
rl257590785,Into the Wild,18354356,660,2007-09-21,2007
rl2672592385,Dead Silence,16809076,1806,2007-03-16,2007
rl2673444353,The Hitcher,16472961,2836,2007-01-19,2007
rl2522121729,Elizabeth: The Golden Age,16383509,2006,2007-10-12,2007
rl39224833,Happily N'Ever After,15589393,2381,2007-01-05,2007
rl2454226433,Catch and Release,15539051,1622,2007-01-26,2007
rl1900250625,Alpha Dog,15309602,1292,2007-01-12,2007
rl2604828161,Arthur and the Invisibles,15132763,2248,2007-12-29,2007
rl2893645313,The Invasion,15074191,2776,2007-08-17,2007
rl3529410049,Lions for Lambs,15002854,2216,2007-11-09,2007
rl1884784129,The Great Debaters,30236407,1290,2007-12-25,2007
rl541427201,Awake,14377198,2023,2007-11-30,2007
rl106464769,Hot Rod,13938332,2607,2007-08-03,2007
rl2522056193,Firehouse Dog,13932383,2881,2007-04-04,2007
rl2909046273,The Namesake,13569248,335,2007-03-09,2007
rl2907342337,The Comebacks,13349927,2812,2007-10-19,2007
rl3696068097,Daddy Day Camp,13235267,2332,2007-08-08,2007
rl3631842817,Walk Hard: The Dewey Cox Story,18317151,2650,2007-12-21,2007
rl712082945,Shoot 'Em Up,12807139,2108,2007-09-07,2007
rl3076163073,I Think I Love My Wife,12550605,1794,2007-03-16,2007
rl642811393,Evening,12492481,979,2007-06-29,2007
rl3745678849,Atonement,50927067,1400,2007-12-07,2007
rl209028609,Sydney White,11892415,2106,2007-09-21,2007
rl474777089,The Darjeeling Limited,11902715,698,2007-09-29,2007
rl274826753,The Lives of Others,11286112,259,2007-02-09,2007
rl3915089409,In the Land of Women,11052958,2155,2007-04-20,2007
rl3963782657,The Astronaut Farmer,11003643,2155,2007-02-23,2007
rl1263437313,Dragon Wars: D-War,10977721,2277,2007-09-14,2007
rl4167796225,Primeval,10597734,2444,2007-01-12,2007
rl3915351553,La Vie En Rose,10301706,178,2007-06-08,2007
rl3362358785,Pathfinder,10232081,1756,2007-04-13,2007
rl3578168833,Bratz,10010209,1509,2007-08-03,2007
rl2758641153,Rendition,9736045,2250,2007-10-19,2007
rl4098655745,Death Sentence,9534258,1823,2007-08-31,2007
rl1214678529,Once,9439923,150,2007-05-16,2007
rl2470938113,Black Snake Moan,9396870,1253,2007-03-02,2007
rl2774697473,A Mighty Heart,9176787,1355,2007-06-22,2007
rl206341633,The Seeker: The Dark Is Rising,8794452,3173,2007-10-05,2007
rl4182541825,Death at a Funeral,8580428,324,2007-08-17,2007
rl894076417,Code Name: The Cleaner,8135024,1736,2007-01-05,2007
rl592414209,Delta Farce,8130530,1931,2007-05-11,2007
rl1178895873,Bella,8070537,457,2007-10-26,2007
rl1632732673,El cantante,7556712,542,2007-08-03,2007
rl3110307329,Martian Child,7500310,2020,2007-11-02,2007
rl207324673,I Know Who Killed Me,7498716,1320,2007-07-27,2007
rl4064970241,The Condemned,7371706,2310,2007-04-27,2007
rl2304345601,The Hoax,7164995,1069,2007-04-06,2007
rl677938689,Pride,7057600,1518,2007-03-23,2007
rl2605286913,Bug,7025810,1661,2007-05-25,2007
rl1483572737,Redline,6881022,1607,2007-04-13,2007
rl3528951297,In the Valley of Elah,6777741,978,2007-09-14,2007
rl1615103489,Before the Devil Knows You're Dead,7084227,321,2007-10-26,2007
rl2287044097,The Last Legion,5933494,2002,2007-08-17,2007
rl2102625793,Feel the Noise,5898393,1020,2007-10-05,2007
rl2539423233,The Kite Runner,15800078,715,2007-12-14,2007
rl1013876225,Sea Monsters: A Prehistoric Adventure,23746066,252,2007-10-05,2007
rl2137032193,Lucky You,5758950,2525,2007-05-04,2007
rl1786480129,Who's Your Caddy?,5713425,1019,2007-07-27,2007
rl1633650177,Lars and the Real Girl,5972884,321,2007-10-12,2007
rl1430423041,Aqua Teen Hunger Force Colon Movie Film for Theaters,5520368,877,2007-04-13,2007
rl2288879105,Rescue Dawn,5490423,505,2007-07-04,2007
rl1366590977,The Perfect Holiday,5812781,1307,2007-12-12,2007
rl4268328449,"Paris, je t'aime",4899278,200,2007-05-04,2007
rl3462497793,Love in the Time of Cholera,4607608,852,2007-11-16,2007
rl3177285121,The Lookout,4600585,955,2007-03-30,2007
rl625313281,Away from Her,4571521,275,2007-05-04,2007
rl1165329921,Talk to Me,4533261,193,2007-07-13,2007
rl1801487873,"Lust, Caution",4604982,143,2007-09-28,2007
rl375162369,Kickin' It Old Skool,4502604,1816,2007-04-27,2007
rl1145144833,2 Days in Paris,4433994,148,2007-08-10,2007
rl3007809025,Black Book,4398532,193,2007-04-04,2007
rl861898241,Ladrón que roba a ladrón,4011254,340,2007-08-31,2007
rl1583973889,P2,3995018,2131,2007-11-09,2007
rl744326657,The Assassination of Jesse James by the Coward Robert Ford,3909149,301,2007-09-21,2007
rl2406647297,Sunshine,3675753,461,2007-07-20,2007
rl1382450689,Om Shanti Om,3597372,114,2007-11-09,2007
rl3982132737,The Jane Austen Book Club,3575227,1232,2007-09-21,2007
rl3595011585,Blood and Chocolate,3526847,1200,2007-01-26,2007
rl106137089,Feast of Love,3511074,1203,2007-09-28,2007
rl1098286593,The Ultimate Gift,3438735,816,2007-03-09,2007
rl1786021377,Things We Lost in the Fire,3287315,1142,2007-10-19,2007
rl4235036161,Resurrecting the Champ,3172573,1605,2007-08-24,2007
rl1331398145,I'm Not There,4017609,149,2007-11-21,2007
rl89884161,Illegal Tender,3106835,514,2007-08-24,2007
rl743671297,The Ex,3093394,1009,2007-05-11,2007
rl626492929,Gracie,2956339,1164,2007-06-01,2007
rl2707457537,"My Daughter, My Angel",2779545,87,2007-02-16,2007
rl1799915009,Captivity,2626800,1061,2007-07-13,2007
rl3966666241,Sharkwater,850920,60,2007-09-28,2007
rl2524612097,You Kill Me,2429367,252,2007-06-22,2007
rl525895169,The Host,2201923,116,2007-03-09,2007
rl3998713345,Guru,2096000,76,2007-01-12,2007
rl725976577,Avenue Montaigne,2044858,52,2007-02-16,2007
rl410617345,The Valet,1926800,92,2007-04-20,2007
rl1819248129,A Tribute to Love,1852050,86,2007-01-25,2007
rl2591786497,The Wind that Shakes the Barley,1836089,50,2007-03-16,2007
rl2741995009,The Savages,6623082,201,2007-11-28,2007
rl1701021185,Margot at the Wedding,1959420,121,2007-11-16,2007
rl2790295041,Factory Girl,1675241,336,2007-12-29,2007
rl3128591873,Year of the Dog,1540141,152,2007-04-13,2007
rl2873132545,After the Wedding,1534584,55,2007-03-30,2007
rl1616479745,Heyy Babyy,1443521,68,2007-08-24,2007
rl3093792257,No End in Sight,1433319,117,2007-07-27,2007
rl275023361,My Best Friend,1426784,63,2007-07-13,2007
rl708871681,The Abandoned,1331137,1000,2007-02-23,2007
rl1750173185,The Royal Guard,1290212,80,2007-02-16,2007
rl997230081,Slow Burn,1237615,1163,2007-04-13,2007
rl2825160193,Namastey London,1207007,65,2007-03-23,2007
rl3075704321,The Final Season,1159691,1011,2007-10-12,2007
rl2674820609,In the Shadow of the Moon,1134358,104,2007-09-07,2007
rl3360196097,Chak De! India,1120404,62,2007-08-10,2007
rl1433503233,Silk,1103075,122,2007-09-14,2007
rl1044874753,Bhool Bhulaiyaa,1097797,55,2007-10-12,2007
rl2304017921,Golden Door,1070769,33,2007-05-25,2007
rl1668187649,September Dawn,1066555,857,2007-08-24,2007
rl4100556289,Partner,1062840,58,2007-07-20,2007
rl2388887041,Ma tante Aline,1025852,65,2007-07-20,2007
rl4151412225,Skinwalkers,1018965,745,2007-08-10,2007
rl3212084737,Thr3e,1008849,458,2007-01-05,2007
rl727156225,Goya's Ghosts,1000626,49,2007-07-20,2007
rl3982001665,The Hunting Party,969869,329,2007-09-07,2007
rl1632208385,Broken English,956919,41,2007-06-22,2007
rl3665135105,The Ten Commandments,952820,830,2007-10-19,2007
rl3309733377,Breaking and Entering,930469,95,2007-12-15,2007
rl1447659009,The Brothers Solomon,900926,700,2007-09-07,2007
rl326075905,My Love,885574,85,2007-11-09,2007
rl2573829633,Paprika,882267,37,2007-05-25,2007
rl2692056577,Ta Ra Rum Pum,872643,85,2007-04-27,2007
rl3043984897,Sarah Landon and the Paranormal Hour,858415,1121,2007-10-19,2007
rl2054522369,Like Stars on Earth,1223869,70,2007-12-21,2007
rl1078101505,Arctic Tale,833532,227,2007-07-25,2007
rl3259663873,Control,872252,29,2007-10-10,2007
rl375031297,Into Great Silence,790452,19,2007-02-28,2007
rl3782575617,The Ten,769726,47,2007-08-03,2007
rl527074817,Provoked: A True Story,761740,62,2007-05-11,2007
rl2873722369,The Bucket List,93466502,2915,2007-12-25,2007
rl2722137601,Days of Darkness,1491525,68,2007-12-07,2007
rl2959902209,Rocket Science,714943,59,2007-08-10,2007
rl591496705,The 11th Hour,707343,111,2007-08-17,2007
rl2051769857,Less Sugar,697369,51,2007-05-25,2007
rl526222849,Keep Dancing,695157,83,2007-06-15,2007
rl694126081,Lady Chatterley,687414,23,2007-06-22,2007
rl3126625793,The King of Kong: A Fistful of Quarters,677914,58,2007-08-17,2007
rl476022273,Journey of a Woman,675102,60,2007-10-12,2007
